GlobalId,Category,cost
1yjzQ_fH5D2ulNYAuuyBbq,IFCMEMBER,2.31
1yjzQ_fH5D2ulNYAuuyBbz,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nonj,IFCMEMBER,1
04b3cqL6T7nASkHPv$nonn,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nony,IFCMEMBER,1.06
2B9ggR9Lj4EhSARQFirulc,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$not1,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$not8,IFCMEMBER,1
04b3cqL6T7nASkHPv$not9,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$notN,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$notr,IFCPLATE,61.83
04b3cqL6T7nASkHPv$notu,IFCMEMBER,2.4
04b3cqL6T7nASkHPv$notv,IFCMEMBER,2.43
0swtehvpv5Xh4hPQqBXFWi,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nosg,IFCMEMBER,52.41
04b3cqL6T7nASkHPv$norA,IFCBUILDINGELEMENTPROXY,0.82
04b3cqL6T7nASkHPv$nor9,IFCBUILDINGELEMENTPROXY,0.13
04b3cqL6T7nASkHPv$norE,IFCBUILDINGELEMENTPROXY,0.82
04b3cqL6T7nASkHPv$norK,IFCMEMBER,48.61
04b3cqL6T7nASkHPv$norS,IFCMEMBER,51.27
04b3cqL6T7nASkHPv$noqx,IFCPLATE,133.7
04b3cqL6T7nASkHPv$nohJ,IFCMEMBER,0.94
04b3cqL6T7nASkHPv$nohH,IFCMEMBER,0.94
04b3cqL6T7nASkHPv$nohT,IFCMEMBER,2.17
1OaMw_Cab2rxa6bHc83NZz,IFCCOLUMN,298.29
0XunQJuDrCywXJ370JIT92,IFCFURNITURE,480
0XunQJuDrCywXJ370JITE2,IFCFURNITURE,480
22Gx_RTqTArPWCEi3QY9bQ,IFCWALL,75.44
39gRXDizDDsOk0amDBXR7S,IFCCOLUMN,442.23
3SnOVw7ojDZ8nnFzhqldxm,IFCMEMBER,18.61
0V7b1sZrLBF8P59YUseLui,IFCMEMBER,28.86
0V7b1sZrLBF8P59YUseLwh,IFCMEMBER,20.7
30dzunCuvCRADZXw6x9oxM,IFCLIGHTFIXTURE,210
30dzunCuvCRADZXw6x9oxL,IFCLIGHTFIXTURE,210
1G_I00WlX2MBQekqB04dFi,IFCWALL,2365.92
1PXhyobVjFBBmnnrKsDRDb,IFCWALL,404.38
1dQuNrVRX7Z8lBw2sv8hmI,IFCSLAB,546.75
31rKK5OS94d9cPXIYeNUhO,IFCWALL,2500.58
1nMwdyzlT4AuQ_X$HWZFMm,IFCBUILDINGELEMENTPROXY,1.67
0OoVmktSP6XQwhSCQS0Lrc,IFCDOOR,1849.63
07qCfCfOH2$9ZHLwxaU8Rw,IFCDOOR,1849.63
0s9hxL8vH4AQpm7LXCLP3Q,IFCFURNITURE,480
0s9hxL8vH4AQpm7LXCLPDW,IFCWALL,361.06
15xKUPqIHAl8uhdIa8aDe0,IFCWALL,1491.39
15xKUPqIHAl8uhdIa8aDgE,IFCWALL,1324.12
0K0FV0u6b9L9sDGL7lHFmu,IFCWALL,46.77
28fEL2KJH3nefH9oQJhuQx,IFCDOOR,1563.45
321qo6Jt58aRGW1V_saw2s,IFCWALL,10.76
321qo6Jt58aRGW1V_sawAQ,IFCBUILDINGELEMENTPROXY,33.39
321qo6Jt58aRGW1V_sawAm,IFCWALL,43.88
321qo6Jt58aRGW1V_sawBZ,IFCWALL,211.61
321qo6Jt58aRGW1V_sawCR,IFCBUILDINGELEMENTPROXY,33.39
321qo6Jt58aRGW1V_sawDT,IFCFURNITURE,480
321qo6Jt58aRGW1V_sawDa,IFCFURNITURE,480
321qo6Jt58aRGW1V_sawDe,IFCBUILDINGELEMENTPROXY,4.31
0VVnxgi8r1RvuSi7dfo6ou,IFCDOOR,1647.37
3aJHYCIlHAIBfmGnzR8c2E,IFCDOOR,1647.37
1sqRaCGxn09vsPk5LktJJd,IFCDOOR,1563.45
1sqRaCGxn09vsPk5LktKus,IFCDOOR,1513.13
1sqRaCGxn09vsPk5LktLJE,IFCWALL,9.19
2DrlDkmyDFLerHNnIG0pSW,IFCWALL,30.47
2DrlDkmyDFLerHNnIG0pST,IFCWALL,75.79
2DrlDkmyDFLerHNnIG0pSC,IFCFURNITURE,480
2DrlDkmyDFLerHNnIG0pSA,IFCBUILDINGELEMENTPROXY,16.02
2DrlDkmyDFLerHNnIG0pS9,IFCBUILDINGELEMENTPROXY,33.39
2DrlDkmyDFLerHNnIG0oIv,IFCFURNITURE,480
3iyaklxkz9qAPSMzkXZmND,IFCSLAB,607.86
3k0mOVrxHEQhEN_aJoHyzZ,IFCWALL,148.68
3ILb7oItT50eCRbCAAdINi,IFCWALL,205.44
0U4XQxUbT6Kgsr80BN4mqK,IFCWALL,54.84
0U4XQxUbT6Kgsr80BN4mru,IFCFURNITURE,480
0swtehvpv5Xh4hPQqBXFZM,IFCMEMBER,4.68
0swtehvpv5Xh4hPQqBXFZL,IFCMEMBER,2.17
0swtehvpv5Xh4hPQqBXFYA,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$noh$,IFCWALL,90.81
04b3cqL6T7nASkHPv$nog8,IFCBUILDINGELEMENTPROXY,0.82
04b3cqL6T7nASkHPv$nogO,IFCBUILDINGELEMENTPROXY,0.13
04b3cqL6T7nASkHPv$nof5,IFCPLATE,104.17
04b3cqL6T7nASkHPv$nof7,IFCMEMBER,60.38
04b3cqL6T7nASkHPv$nofE,IFCMEMBER,52.41
3OhzNnQJv21gnrHYZCXyhW,IFCSLAB,193.29
2HJPHz$LL92Ori_VKXvn5S,IFCBUILDINGELEMENTPROXY,1.46
2BVeQ1SqP5AhTNOyGjrJYO,IFCWALL,16.97
2BVeQ1SqP5AhTNOyGjrJYs,IFCBUILDINGELEMENTPROXY,0.69
00WwxNqKn5EweTI6IzsaZN,IFCCOLUMN,435.81
2QDy_PLVb31xm6$QTp1u7V,IFCCOLUMN,435.81
3nw5KY1dn1zxKxL51gZA20,IFCCOLUMN,22.51
0YJ8xtZP17Ah3VLuKNceef,IFCWALL,2330.63
0miuAs27j0Uv$d9Nf9LTfc,IFCBUILDINGELEMENTPROXY,3890.58
3Ff9G3z7n2P9bWgey4$WbN,IFCBUILDINGELEMENTPROXY,0.19
1wCEYt3qz4oQ7dd0hslcqK,IFCFURNITURE,480
0F8MBhrI9DsuFtYcLuUhGT,IFCWALL,161.54
0F8MBhrI9DsuFtYcLuUhGd,IFCWALL,161.54
3_kk4p4U1Bdg7XGdF3sGTP,IFCWALL,7.24
0diyFkYn13LhiY6isZhH6F,IFCWALL,435.33
0OJjI_wr5DjxGFObFsiQen,IFCWALL,1941.06
1do79UPsT5QgT3kMg0ohoc,IFCFURNITURE,480
1do79UPsT5QgT3kMg0ohpJ,IFCSLAB,185.38
1do79UPsT5QgT3kMg0ohpf,IFCBUILDINGELEMENTPROXY,1.11
1do79UPsT5QgT3kMg0ohpn,IFCFURNITURE,480
1do79UPsT5QgT3kMg0ohue,IFCWALL,111.11
2XHYIYzAHChPcvcG26L_$0,IFCWALL,140.52
2Ytno7yd91dQAhhP73Exwh,IFCWALL,9.19
2Ytno7yd91dQAhhP73Exwg,IFCBUILDINGELEMENTPROXY,1.19
34mODHFQDC3ezsKZ2MOG8Z,IFCWALL,174.23
34mODHFQDC3ezsKZ2MOGBF,IFCWALL,174.23
2oZOAxgUXFQeJE8Qj5ybU5,IFCWALL,50.53
1osuz$c1TCrANt0okqklo1,IFCWALL,361.25
3YfnAv$UvEUhbGFWLHkkBZ,IFCWALL,904.47
0stYUSRTn5hRP77Rc$SXW7,IFCCOLUMN,1156.39
0stYUSRTn5hRP77Rc$SYMy,IFCCOLUMN,715.39
0stYUSRTn5hRP77Rc$SYMz,IFCCOLUMN,428.31
0mlMV$YD96HATmmaM7GXvU,IFCDOOR,1457.23
1UWxiaL6n2IvHI9YKlqOOI,IFCSLAB,233.54
0XBFHnQe93rRA990yV0P00,IFCSLAB,231.22
3fIyBYh7fB78nAzlrPVPN1,IFCSLAB,19.67
2cPAAN9ynEiAVL2RHeqiBz,IFCWALL,154.7
3RKbg7mVv5KOhSWj4h$8FB,IFCMEMBER,48.28
02a5zYLwD3j9mC$YV6woqo,IFCWALL,34.12
15dMzGGu96lAjQVcpG2Dc$,IFCWALL,14.16
2Nacuo19H4IAx5s3kv9C6B,IFCWINDOW,3470.25
2Nacuo19H4IAx5s3kv9COx,IFCWALL,15.51
23guZW2iXFCuvZJwtILzWN,IFCPLATE,168.72
23guZW2iXFCuvZJwtILzXf,IFCMEMBER,37.22
0fb8ht1cj4oRHWJZerVZLh,IFCMEMBER,13.86
0fb8ht1cj4oRHWJZerVZJV,IFCMEMBER,13.86
2wYho76PDA9vn_AFRLvR99,IFCSTAIR,4200
31rKK5OS94d9cPXIYeNUen,IFCMEMBER,350
1RnSlX0HHBBwBLUCApJcGT,IFCBUILDINGELEMENTPROXY,400
31rKK5OS94d9cPXIYeNUe8,IFCRAILING,620
2wYho76PDA9vn_AFRLvRYj,IFCMEMBER,350
30_unZMKn1MQl6F50nWv20,IFCSTAIR,4200
3IP1NcR8H1yQoZHEVfIr3X,IFCBUILDINGELEMENTPROXY,400
2MGIpRi0XEXwECOTNgoziH,IFCMEMBER,350
3scyhg1aT4f8EoxA1HN_Zx,IFCMEMBER,350
25N4$p49b2c8o9Rn3isxIU,IFCBUILDINGELEMENTPROXY,400
02_CiyN659neOqt2G8Ol8H,IFCRAILING,620
0KFiZbIOr6CvZu5Ad4jxI8,IFCRAILING,620
2wYho76PDA9vn_AFRLvQ_z,IFCMEMBER,350
0gNsikZPrFZe6ltc4u6HXZ,IFCBUILDINGELEMENTPROXY,400
2LDPNirxb6Uv4e97Wb9a_P,IFCBUILDINGELEMENTPROXY,400
1zaxyAqU13Vwe7hlENZDmQ,IFCBUILDINGELEMENTPROXY,400
37O9F6zDH7NuO6lYxEN7eV,IFCBUILDINGELEMENTPROXY,400
31rKK5OS94d9cPXIYeNUTm,IFCSTAIR,4200
2LDPNirxb6Uv4e97Wb9a_U,IFCBUILDINGELEMENTPROXY,400
02_CiyN659neOqt2G8Olzh,IFCMEMBER,350
37O9F6zDH7NuO6lYxEN7f$,IFCBUILDINGELEMENTPROXY,400
22T8RHjlP7sPxAvJUQWvsu,IFCBUILDINGELEMENTPROXY,400
2wYho76PDA9vn_AFRLvRWP,IFCMEMBER,350
2I7Auyk8bCgAfwQpXOR$01,IFCBUILDINGELEMENTPROXY,400
3LZOmf0A98PeT3v$HqSMfA,IFCMEMBER,350
37O9F6zDH7NuO6lYxEN7fT,IFCBUILDINGELEMENTPROXY,400
30zSZjFxH19R7IhI893q05,IFCBUILDINGELEMENTPROXY,400
22T8RHjlP7sPxAvJUQWvZW,IFCBUILDINGELEMENTPROXY,400
31rKK5OS94d9cPXIYeNUUq,IFCSTAIR,4200
02_CiyN659neOqt2G8Olzz,IFCSLAB,1200
1zaxyAqU13Vwe7hlENZC9K,IFCBUILDINGELEMENTPROXY,400
3TkjyJB82Z5aXsh70sUrRN,IFCRAILING,620
31rKK5OS94d9cPXIYeNUeo,IFCMEMBER,350
37O9F6zDH7NuO6lYxEN7Ft,IFCBUILDINGELEMENTPROXY,400
3oWRtKgGH6quoh0HBRWZPM,IFCBUILDINGELEMENTPROXY,400
2I7Auyk8bCgAfwQpXOR$05,IFCBUILDINGELEMENTPROXY,400
2ws3TBqc9C4v14P9rtpfuk,IFCSTAIR,4200
2wYho76PDA9vn_AFRLvQz$,IFCSTAIR,4200
1RUDf2fwn6TgeojUDHRGqo,IFCMEMBER,350
37O9F6zDH7NuO6lYxEN7hd,IFCBUILDINGELEMENTPROXY,400
0O5ZCyMCrCOQ6uiL7qfhbw,IFCRAILING,620
2a6zHOfaLFP8TYPbHanu8L,IFCBUILDINGELEMENTPROXY,400
3IP1NcR8H1yQoZHEVfIrop,IFCBUILDINGELEMENTPROXY,400
3IP1NcR8H1yQoZHEVfIro5,IFCBUILDINGELEMENTPROXY,400
1oXnKg$g1920nFRT3Y6t92,IFCMEMBER,350
2LDPNirxb6Uv4e97Wb9a_Q,IFCBUILDINGELEMENTPROXY,400
2X2CNlWeUafw7Hh1JN7fs1,IFCSLAB,1200
0gNsikZPrFZe6ltc4u6HZZ,IFCBUILDINGELEMENTPROXY,400
30zSZjFxH19R7IhI893q4J,IFCBUILDINGELEMENTPROXY,400
30zSZjFxH19R7IhI893q04,IFCBUILDINGELEMENTPROXY,400
31rKK5OS94d9cPXIYeNUON,IFCRAILING,620
1avhRfmw91wxWQrhU4W2IK,IFCRAILING,620
02lo9sjvz8BucIIDWsvK_O,IFCMEMBER,350
0xFNQ8PGTBT9zQcWRoy5HY,IFCRAILING,620
1JU62QTXfD2RUOVIJGrICe,IFCMEMBER,350
02_CiyN659neOqt2G8Olzq,IFCSTAIR,4200
1zaxyAqU13Vwe7hlENZDm9,IFCBUILDINGELEMENTPROXY,400
3IP1NcR8H1yQoZHEVfIrM6,IFCBUILDINGELEMENTPROXY,400
1so12ObPvEw9FnMYRSTPV6,IFCBUILDINGELEMENTPROXY,400
07qCfCfOH2$9ZHLwxaU8O2,IFCRAILING,620
02_CiyN659neOqt2G8OlwG,IFCRAILING,620
0yWZ5pCYf0h8ACXcZFmk_3,IFCBUILDINGELEMENTPROXY,29.25
2Wk83bCBP5xxmQhRC_$kSz,IFCCOVERING,231.05
2Wk83bCBP5xxmQhRC_$kXb,IFCCOVERING,232.03
29L_DeI4f1hfP6ODuq8duP,IFCLIGHTFIXTURE,210
1ynIJTp3j41BnCd95bH$xx,IFCLIGHTFIXTURE,210
2i1ro43jr7TeCTnrJrjJyY,IFCLIGHTFIXTURE,210
2i1ro43jr7TeCTnrJrjJyZ,IFCLIGHTFIXTURE,210
06fTk68cnA6vD9GRSabm7b,IFCLIGHTFIXTURE,210
06fTk68cnA6vD9GRSabpGp,IFCLIGHTFIXTURE,210
2iprjJO5DFPPFZufOJpohO,IFCWALL,5.99
3b_GinbYTDwALWT66s67I8,IFCWINDOW,690.67
2Fie0ty599fxnsmWh4Vkcp,IFCPLATE,71.08
2Dmljw8uHCLBZQQu9H5f01,IFCMEMBER,118.49
2Dmljw8uHCLBZQQu9H5f0q,IFCMEMBER,54.69
2Dmljw8uHCLBZQQu9H5f0p,IFCMEMBER,19.75
2Dmljw8uHCLBZQQu9H5f3z,IFCPLATE,23.16
2Dmljw8uHCLBZQQu9H5f3Q,IFCPLATE,105.98
2Dmljw8uHCLBZQQu9H5f3A,IFCMEMBER,97.6
2Dmljw8uHCLBZQQu9H5fB_,IFCPLATE,253.85
2Dmljw8uHCLBZQQu9H5fBz,IFCMEMBER,232.04
2Dmljw8uHCLBZQQu9H5fB9,IFCCURTAINWALL,5561.11
2Dmljw8uHCLBZQQu9H5f8K,IFCPLATE,21.32
2Dmljw8uHCLBZQQu9H5f9z,IFCMEMBER,57.35
2Dmljw8uHCLBZQQu9H5f9C,IFCMEMBER,114.12
2Dmljw8uHCLBZQQu9H5f97,IFCMEMBER,21.27
2Dmljw8uHCLBZQQu9H5fMS,IFCCURTAINWALL,394.25
2Dmljw8uHCLBZQQu9H5fMt,IFCPLATE,150.82
2Dmljw8uHCLBZQQu9H5fMs,IFCPLATE,107.79
2Dmljw8uHCLBZQQu9H5fMF,IFCMEMBER,54.69
2Dmljw8uHCLBZQQu9H5fMp,IFCMEMBER,37.98
2Dmljw8uHCLBZQQu9H5fMg,IFCMEMBER,120.01
2Dmljw8uHCLBZQQu9H5fKT,IFCMEMBER,57.35
2Dmljw8uHCLBZQQu9H5fKP,IFCMEMBER,24.69
3WJfQUHe1A3x25MI_xeXn6,IFCLIGHTFIXTURE,210
3o5gkqdY9E6A2F1wtqtPfU,IFCLIGHTFIXTURE,210
3o5gkqdY9E6A2F1wtqtPfe,IFCLIGHTFIXTURE,210
0GEi30tdHE7giWEzRe7MxV,IFCWALL,14.33
21U07TPLv4F9zfrV5EuniJ,IFCPLATE,282.04
21U07TPLv4F9zfrV5EuniK,IFCPLATE,495.23
21U07TPLv4F9zfrV5EuniO,IFCPLATE,484.41
21U07TPLv4F9zfrV5Eunj2,IFCPLATE,282.04
21U07TPLv4F9zfrV5Euni1,IFCMEMBER,85
21U07TPLv4F9zfrV5Eunjd,IFCMEMBER,86.59
21U07TPLv4F9zfrV5Eunjb,IFCMEMBER,86.9
21U07TPLv4F9zfrV5Eunot,IFCMEMBER,85
0m3ylIKyvFIf90OJWdRdsJ,IFCFURNITURE,480
0m3ylIKyvFIf90OJWdRdqq,IFCFURNITURE,480
2ey33Zf5DB4g1cN7D9W900,IFCROOF,1390.71
0d_HunAzzAPg4$RxtR7pgN,IFCDOOR,2022.65
2F3zBK1BH8DBfhr$IH1OYO,IFCBUILDINGELEMENTPROXY,0.05
2F3zBK1BH8DBfhr$IH1OZF,IFCBUILDINGELEMENTPROXY,1.1
2F3zBK1BH8DBfhr$IH1OZ4,IFCBUILDINGELEMENTPROXY,0.05
0uSJAgBT1ABOFjSdJfHCRP,IFCSLAB,42.22
37O9F6zDH7NuO6lYxEN7e_,IFCSLAB,230.58
30zSZjFxH19R7IhI893rQY,IFCLIGHTFIXTURE,210
30zSZjFxH19R7IhI893ra8,IFCLIGHTFIXTURE,210
30zSZjFxH19R7IhI893raD,IFCLIGHTFIXTURE,210
30zSZjFxH19R7IhI893q9S,IFCLIGHTFIXTURE,210
2Dmljw8uHCLBZQQu9H5fNM,IFCMEMBER,56.59
2Dmljw8uHCLBZQQu9H5fNF,IFCMEMBER,37.98
1HuOQ2xWrE6xc43TABXj_q,IFCLIGHTFIXTURE,210
1sXdHX7zj82gQ8fyf1aZP2,IFCBUILDINGELEMENTPROXY,0.49
1sXdHX7zj82gQ8fyf1aZM4,IFCBUILDINGELEMENTPROXY,0.49
1sXdHX7zj82gQ8fyf1aZNt,IFCBUILDINGELEMENTPROXY,0.3
128PB7rvH4mfupwLkPTVrR,IFCBUILDINGELEMENTPROXY,1.75
2F3zBK1BH8DBfhr$IH1ObR,IFCBUILDINGELEMENTPROXY,1.1
2F3zBK1BH8DBfhr$IH1ObJ,IFCBUILDINGELEMENTPROXY,1.1
0usV6tDDnFohq5PghQ5D2_,IFCBUILDINGELEMENTPROXY,1.12
0usV6tDDnFohq5PghQ5D3W,IFCBUILDINGELEMENTPROXY,1.31
0TeQPvs6PFvRYPhBxV5q1E,IFCBUILDINGELEMENTPROXY,0.69
0nmj5h3Qz0HuadpZqE8VI5,IFCWALL,258.42
34lqDYnzHB3wmZslDJwl9v,IFCWALL,7.44
34lqDYnzHB3wmZslDJwl8q,IFCWALL,0.49
34lqDYnzHB3wmZslDJwl8i,IFCWALL,3.93
34lqDYnzHB3wmZslDJwlDr,IFCWALL,5.39
359zRRFDT1vRiwFSrqNXl3,IFCLIGHTFIXTURE,210
359zRRFDT1vRiwFSrqNWa0,IFCWALL,3.03
27Lo6h2UP65vjs4td1k_xY,IFCBUILDINGELEMENTPROXY,1.12
2kyPfOJCwBxZ$y$QkbUhDJ,IFCSLAB,46.94
3LKwJ4y4hhpIL_mPSgHEmA,IFCSLAB,46.94
0LC$9$2dX7$gor7712GhGB,IFCWALL,63.89
0LC$9$2dX7$gor7712GhFu,IFCWALL,156.89
0LC$9$2dX7$gor7712Gh5N,IFCWALL,148.06
1dKu5zsdHE_A8Pn$AaqhX4,IFCBUILDINGELEMENTPROXY,0.26
1dKu5zsdHE_A8Pn$Aaqeb$,IFCWALL,30.84
2xoycrPpH7EOfiZC0iDSGH,IFCWALL,188.08
1T5Wcb3F14If4LK98pJeCf,IFCWALL,98.28
0j49MZvDrAEu6uW6jnTM$d,IFCCOVERING,602.15
0j49MZvDrAEu6uW6jnTMOx,IFCLIGHTFIXTURE,210
0RjpzTzI92$PvNq_RFrvu0,IFCWALL,123.96
10$nTTYwHDYQgso2$xPFrc,IFCWALL,124.13
10$nTTYwHDYQgso2$xPFZ$,IFCWALL,104.3
10$nTTYwHDYQgso2$xPFZs,IFCWALL,88.15
3IP1NcR8H1yQoZHEVfIrC2,IFCLIGHTFIXTURE,210
3IP1NcR8H1yQoZHEVfIrr7,IFCLIGHTFIXTURE,210
37O9F6zDH7NuO6lYxEN7fE,IFCLIGHTFIXTURE,210
3k4tQNzrb6AuOubdMDqz3G,IFCWALL,114.92
2VbmknNWH5ueGyA7dIdxE2,IFCBUILDINGELEMENTPROXY,0.27
2VbmknNWH5ueGyA7dIdxEV,IFCDOOR,2022.65
19jRsGRmHCtQuanP7b0FKE,IFCSLAB,4837.53
1Wv2Cbp9PCthbVpj80Y1z_,IFCSLAB,378.11
2CN5jdBAn0heeMXkK42yhJ,IFCWALL,33.06
2CN5jdBAn0heeMXkK42zR8,IFCWALL,200.62
3DXKBuZLPBzw30xfYN9u7E,IFCWALL,228.65
3KrCbdeP9BrvrXHbW9230G,IFCWALL,75.69
3vN2Fl6Az8C9cBZizN$HQP,IFCWALL,5.19
3vN2Fl6Az8C9cBZizN$HQ7,IFCWALL,4.94
3vN2Fl6Az8C9cBZizN$HQC,IFCWALL,5.66
1EElBOt7v3W9v9xz3vHNnA,IFCFURNITURE,480
08XoS$GBT1bwdudRkRI64B,IFCBUILDINGELEMENTPROXY,3.9
0KFiZbIOr6CvZu5Ad4jxI7,IFCSLAB,660.1
11qQrX$zDAqxSsCbLSxNBS,IFCWALL,58.5
00OcTh2YnDIRjBe1O3sIYb,IFCPLATE,44.24
0q9es9kCD4oOj_kMIudRTo,IFCMEMBER,71.02
0q9es9kCD4oOj_kMIudRTl,IFCMEMBER,72.92
0q9es9kCD4oOj_kMIudRSY,IFCMEMBER,72.92
00OcTh2YnDIRjBe1O3sIYG,IFCMEMBER,72.92
00OcTh2YnDIRjBe1O3sIZX,IFCMEMBER,69.12
2ch6GiTYr6ofWwBJULtRRU,IFCMEMBER,72.92
2ch6GiTYr6ofWwBJULtRUG,IFCMEMBER,69.12
343IftMCP4UOCLPJnm954q,IFCPLATE,44.24
343IftMCP4UOCLPJnm955Q,IFCPLATE,191.69
343IftMCP4UOCLPJnm955O,IFCPLATE,44.24
343IftMCP4UOCLPJnm955N,IFCMEMBER,36.84
343IftMCP4UOCLPJnm955I,IFCMEMBER,72.92
343IftMCP4UOCLPJnm954d,IFCMEMBER,72.92
343IftMCP4UOCLPJnm954g,IFCMEMBER,36.84
343IftMCP4UOCLPJnm9543,IFCMEMBER,71.02
343IftMCP4UOCLPJnmEwxt,IFCMEMBER,15.95
343IftMCP4UOCLPJnmEwxr,IFCMEMBER,36.84
04b3cqL6T7nASkHPv$no5X,IFCMEMBER,56.21
04b3cqL6T7nASkHPv$no5r,IFCMEMBER,54.69
04b3cqL6T7nASkHPv$no5w,IFCMEMBER,60.38
04b3cqL6T7nASkHPv$no4D,IFCMEMBER,54.69
04b3cqL6T7nASkHPv$no4T,IFCMEMBER,51.27
04b3cqL6T7nASkHPv$no4H,IFCWALL,765.13
04b3cqL6T7nASkHPv$noxC,IFCPLATE,104.17
04b3cqL6T7nASkHPv$noxI,IFCPLATE,120
04b3cqL6T7nASkHPv$noxk,IFCWINDOW,3321.76
04b3cqL6T7nASkHPv$noxr,IFCPLATE,47.5
04b3cqL6T7nASkHPv$now8,IFCPLATE,133.7
1yjzQ_fH5D2ulNYAuuyBaJ,IFCMEMBER,115.45
1yjzQ_fH5D2ulNYAuuyBaB,IFCMEMBER,115.45
04b3cqL6T7nASkHPv$nowo,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$nowp,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$nowq,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$novO,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$novi,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$novr,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nouA,IFCMEMBER,4.68
1yjzQ_fH5D2ulNYAuuyBak,IFCMEMBER,2.31
1yjzQ_fH5D2ulNYAuuyBah,IFCMEMBER,2.31
1yjzQ_fH5D2ulNYAuuyBam,IFCMEMBER,4.68
1yjzQ_fH5D2ulNYAuuyBap,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$no$1,IFCPLATE,133.7
1yjzQ_fH5D2ulNYAuuyBvk,IFCMEMBER,51.65
04b3cqL6T7nASkHPv$no$G,IFCPLATE,133.7
04b3cqL6T7nASkHPv$no$N,IFCPLATE,133.7
1yjzQ_fH5D2ulNYAuuyBvg,IFCMEMBER,51.65
04b3cqL6T7nASkHPv$no$P,IFCPLATE,133.7
04b3cqL6T7nASkHPv$no$s,IFCMEMBER,2.4
04b3cqL6T7nASkHPv$no_E,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$no_L,IFCMEMBER,1.67
04b3cqL6T7nASkHPv$no_k,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$no_s,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$noyD,IFCPLATE,133.7
04b3cqL6T7nASkHPv$noyI,IFCPLATE,133.7
04b3cqL6T7nASkHPv$noyK,IFCPLATE,133.7
04b3cqL6T7nASkHPv$noyW,IFCPLATE,133.7
1yjzQ_fH5D2ulNYAuuyBbO,IFCMEMBER,51.65
04b3cqL6T7nASkHPv$noyg,IFCPLATE,133.7
04b3cqL6T7nASkHPv$noye,IFCPLATE,133.7
04b3cqL6T7nASkHPv$nop4,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$nopA,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$nope,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nopo,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$noo6,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nooE,IFCMEMBER,2.37
04b3cqL6T7nASkHPv$nooU,IFCMEMBER,2.31
1yjzQ_fH5D2ulNYAuuyBbf,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$non9,IFCPLATE,28.15
04b3cqL6T7nASkHPv$nonx,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nomB,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nomY,IFCPLATE,26.39
0swtehvpv5Xh4hPQqBXFcE,IFCMEMBER,2.4
04b3cqL6T7nASkHPv$notg,IFCPLATE,28.15
04b3cqL6T7nASkHPv$notz,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$nosQ,IFCMEMBER,2.17
0swtehvpv5Xh4hPQqBXFWg,IFCMEMBER,2.17
0swtehvpv5Xh4hPQqBXFWs,IFCMEMBER,2.31
0swtehvpv5Xh4hPQqBXFWr,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$norV,IFCPLATE,59.26
04b3cqL6T7nASkHPv$norg,IFCWALL,261.78
04b3cqL6T7nASkHPv$noh3,IFCPLATE,61.83
04b3cqL6T7nASkHPv$noh8,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$nohD,IFCMEMBER,2.31
0stYUSRTn5hRP77Rc$SYLY,IFCCOLUMN,462.51
2NVDfmr3r0pwm4jNoJqP3c,IFCCOLUMN,961.48
1OaMw_Cab2rxa6bHc83NX4,IFCCOLUMN,481.71
0XunQJuDrCywXJ370JIT7K,IFCFURNITURE,480
0XunQJuDrCywXJ370JIT75,IFCFURNITURE,480
1dQuNrVRX7Z8lBw2sv8jhG,IFCLIGHTFIXTURE,210
1dQuNrVRX7Z8lBw2sv8jlI,IFCLIGHTFIXTURE,210
1dQuNrVRX7Z8lBw2sv8jlF,IFCLIGHTFIXTURE,210
24UQUejir30hZbTvW6h7fg,IFCWALL,65.25
3SnOVw7ojDZ8nnFzhqld$w,IFCPLATE,308.37
3SnOVw7ojDZ8nnFzhqldif,IFCMEMBER,42.91
