entityId,psetName,paramName,valueType,paramValue
9002,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,45.3
9002,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
9002,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
9020,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,97.8
9020,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,109.5
9020,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
9020,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
9020,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,174.2
9020,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
9020,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
9020,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
9020,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,40.1
9020,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
9020,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
9021,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,778.3
9021,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,871.7
9021,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
9021,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
9021,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,100.9
9021,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
9021,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
9021,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
9021,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,21.3
9021,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
9021,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
9326,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,68.4
9326,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,76.6
9326,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
9326,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
9326,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,49.7
9326,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
9326,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
9326,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
9326,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,22.6
9326,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
9326,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
12184,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,59.2
12184,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,66.3
12184,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
12184,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
12184,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,45.3
12184,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
12184,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
12184,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
12184,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,9.6
12184,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
12184,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
12574,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,42.7
12574,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,47.8
12574,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
12574,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
12574,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,16.0
12574,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
12574,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
12574,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
12574,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,15.9
12574,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
12574,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
12976,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,39.9
12976,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,44.7
12976,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
12976,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
12976,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,14.8
12976,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
12976,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
12976,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
12976,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,17.8
12976,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
12976,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
13331,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,56.4
13331,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,63.2
13331,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
13331,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
13331,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,17.0
13331,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
13331,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
13331,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
13331,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,13.6
13331,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
13331,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
13685,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,32.9
13685,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,36.8
13685,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
13685,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
13685,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,16.9
13685,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
13685,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
13685,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
13685,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,6.5
13685,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
13685,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
14040,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,43.9
14040,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,49.2
14040,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
14040,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
14040,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,24.8
14040,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
14040,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
14040,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
14040,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,7.9
14040,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
14040,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
14394,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,52.6
14394,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,58.9
14394,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
14394,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
14394,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,16.9
14394,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
14394,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
14394,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
14394,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,6.5
14394,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
14394,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
14749,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,42.2
14749,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,47.3
14749,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
14749,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
14749,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,25.9
14749,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
14749,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
14749,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
14749,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,14.9
14749,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
14749,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
15103,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,43.3
15103,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,48.5
15103,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
15103,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
15103,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,24.8
15103,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
15103,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
15103,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
15103,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,7.9
15103,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
15103,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
15463,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,32.3
15463,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,36.2
15463,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
15463,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
15463,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,19.3
15463,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
15463,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
15463,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
15463,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,20.9
15463,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
15463,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
15856,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,47.8
15856,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,53.5
15856,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
15856,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
15856,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,21.6
15856,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
15856,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
15856,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
15856,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,11.2
15856,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
15856,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
15962,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,75.4
15962,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,84.4
15962,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
15962,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
15962,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,41.9
15962,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
15962,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
15962,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
15962,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,27.9
15962,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
15962,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
16013,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,98.3
16013,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,110.1
16013,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
16013,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16013,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,125.2
16013,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
16013,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
16013,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16013,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,24.7
16013,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
16013,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
16064,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,117.5
16064,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,131.6
16064,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
16064,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16064,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,87.4
16064,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
16064,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
16064,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16064,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,37.3
16064,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
16064,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
16115,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,85.9
16115,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,96.2
16115,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
16115,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16115,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,109.6
16115,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
16115,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
16115,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16115,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,36.5
16115,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
16115,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
16149,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,35.6
16149,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,39.9
16149,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
16149,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16149,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,40.2
16149,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
16149,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
16149,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16149,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,5.5
16149,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
16149,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
16175,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,43.7
16175,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,48.9
16175,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
16175,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16175,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,16.8
16175,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
16175,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
16175,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16175,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,13.2
16175,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
16175,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
16261,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,49.9
16261,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,55.9
16261,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
16261,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16261,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,65.2
16261,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
16261,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
16261,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16261,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,38.1
16261,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
16261,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
16411,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,46.9
16411,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,52.5
16411,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
16411,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16411,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,108.5
16411,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
16411,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
16411,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16411,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,29.5
16411,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
16411,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
16485,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,56.9
16485,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,63.7
16485,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
16485,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16485,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,24.9
16485,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
16485,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
16485,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16485,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,16.2
16485,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
16485,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
16531,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,43.1
16531,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,48.3
16531,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
16531,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16531,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,70.8
16531,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
16531,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
16531,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16531,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,44.2
16531,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
16531,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
16563,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,31.8
16563,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,35.6
16563,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
16563,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16563,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,22.5
16563,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
16563,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
16563,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16563,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,16.6
16563,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
16563,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
16589,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,36.4
16589,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,40.8
16589,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
16589,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16589,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,19.4
16589,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
16589,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
16589,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16589,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,13.2
16589,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
16589,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
16615,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,50.7
16615,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,56.8
16615,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
16615,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16615,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,38.1
16615,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
16615,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
16615,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16615,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,16.8
16615,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
16615,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
16641,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,36.8
16641,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,41.2
16641,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
16641,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16641,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,20.5
16641,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
16641,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
16641,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16641,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,20.2
16641,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
16641,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
16667,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,45.9
16667,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,51.4
16667,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
16667,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
16667,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,19.4
16667,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
16667,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
